2022.11.08 22:15:10 INFO  tracing is disabled for protocol LSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/.metals/lsp.trace.json or /home/chanhyeok/.cache/metals/lsp.trace.json[0m
2022.11.08 22:15:11 INFO  logging to file /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/.metals/metals.log[0m
2022.11.08 22:15:11 INFO  Started: Metals version 0.11.9 in workspace '/home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3' for client Visual Studio Code 1.73.0.[0m
2022.11.08 22:15:13 INFO  time: initialize in 2.42s[0m
2022.11.08 22:15:16 WARN  Build server is not auto-connectable.[0m
2022.11.08 22:15:16 WARN  no build target for: /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/src/main/scala/Hw3.scala[0m
2022.11.08 22:15:20 INFO  no build target found for /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/src/main/scala/Hw3.scala. Using presentation compiler with project's scala-library version: 3.2.0[0m
2022.11.08 22:15:23 INFO  running '/usr/lib/jvm/java-11-openjdk-amd64/bin/java -Djline.terminal=jline.UnsupportedTerminal -Dsbt.log.noformat=true -Dfile.encoding=UTF-8 -jar /tmp/metals18011215392679814894/sbt-launch.jar -Dbloop.export-jar-classifiers=sources bloopInstall'[0m
2022.11.08 22:15:24 WARN  no build target for: /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/project/metals.sbt[0m
2022.11.08 22:15:24 WARN  no build target for: /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/metals.sbt[0m
2022.11.08 22:15:24 INFO  skipping build import with status 'Started'[0m
2022.11.08 22:15:28 INFO  time: code lens generation in 10s[0m
2022.11.08 22:15:28 INFO  time: code lens generation in 3.81s[0m
2022.11.08 22:15:30 INFO  [info] welcome to sbt 1.3.13 (Ubuntu Java 11.0.16)[0m
2022.11.08 22:15:35 INFO  [info] loading settings for project hw3-build-build-build from metals.sbt ...[0m
2022.11.08 22:15:38 INFO  [info] loading project definition from /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/project/project[0m
2022.11.08 22:15:48 INFO  [info] loading settings for project hw3-build-build from metals.sbt ...[0m
2022.11.08 22:15:48 INFO  [info] loading project definition from /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/project[0m
2022.11.08 22:16:02 INFO  [success] Generated .bloop/hw3-build-build.json[0m
2022.11.08 22:16:02 INFO  [success] Total time: 14 s, completed Nov 8, 2022, 10:16:02 PM[0m
2022.11.08 22:16:07 INFO  [info] loading settings for project hw3-build from sbt-antlr4.sbt,metals.sbt ...[0m
2022.11.08 22:16:07 INFO  [info] loading project definition from /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project[0m
2022.11.08 22:16:11 INFO  [success] Generated .bloop/hw3-build.json[0m
2022.11.08 22:16:11 INFO  [success] Total time: 4 s, completed Nov 8, 2022, 10:16:12 PM[0m
2022.11.08 22:16:21 INFO  [info] loading settings for project root from build.sbt ...[0m
2022.11.08 22:16:21 INFO  [info] set current project to hw3-cse271 (in build file:/home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/)[0m
2022.11.08 22:16:34 INFO  [success] Generated .bloop/root.json[0m
2022.11.08 22:16:34 INFO  [success] Generated .bloop/root-test.json[0m
2022.11.08 22:16:34 INFO  [success] Total time: 12 s, completed Nov 8, 2022, 10:16:34 PM[0m
2022.11.08 22:16:34 INFO  time: ran 'sbt bloopInstall' in 1m11s[0m
2022.11.08 22:16:34 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:16:34 INFO  Setting up current java home /usr/lib/jvm/java-11-openjdk-amd64 in /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:16:48 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:16:48 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:16:51 INFO  running '/usr/lib/jvm/java-11-openjdk-amd64/bin/java -Djline.terminal=jline.UnsupportedTerminal -Dsbt.log.noformat=true -Dfile.encoding=UTF-8 -jar /tmp/metals4519388225128860178/sbt-launch.jar -Dbloop.export-jar-classifiers=sources bloopInstall'[0m
2022.11.08 22:16:58 INFO  [info] welcome to sbt 1.3.13 (Ubuntu Java 11.0.16)[0m
2022.11.08 22:17:00 INFO  [info] loading settings for project hw3-build-build-build from metals.sbt ...[0m
2022.11.08 22:17:01 INFO  [info] loading project definition from /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/project/project[0m
2022.11.08 22:17:04 INFO  [info] loading settings for project hw3-build-build from metals.sbt ...[0m
2022.11.08 22:17:04 INFO  [info] loading project definition from /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/project[0m
2022.11.08 22:17:09 INFO  [success] Generated .bloop/hw3-build-build.json[0m
2022.11.08 22:17:09 INFO  [success] Total time: 5 s, completed Nov 8, 2022, 10:17:09 PM[0m
2022.11.08 22:17:09 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:09 INFO  [info] loading settings for project hw3-build from sbt-antlr4.sbt,metals.sbt ...[0m
2022.11.08 22:17:09 INFO  [info] loading project definition from /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project[0m
2022.11.08 22:17:11 INFO  [success] Generated .bloop/hw3-build.json[0m
2022.11.08 22:17:11 INFO  [success] Total time: 1 s, completed Nov 8, 2022, 10:17:11 PM[0m
2022.11.08 22:17:11 INFO  [info] loading settings for project root from build.sbt ...[0m
2022.11.08 22:17:11 INFO  [info] set current project to hw3-cse271 (in build file:/home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/)[0m
2022.11.08 22:17:13 INFO  [success] Generated .bloop/root.json[0m
2022.11.08 22:17:13 INFO  [success] Generated .bloop/root-test.json[0m
2022.11.08 22:17:13 INFO  [success] Total time: 0 s, completed Nov 8, 2022, 10:17:13 PM[0m
2022.11.08 22:17:13 INFO  time: ran 'sbt bloopInstall' in 22s[0m
2022.11.08 22:17:13 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:13 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:13 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:13 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:13 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:13 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:13 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:13 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/project/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:13 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:18 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:18 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:18 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:18 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:18 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/project/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:18 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:21 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:21 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:21 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:21 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:21 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:21 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/project/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:21 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:27 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:27 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:27 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:27 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:27 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:27 INFO  Attempting to connect to the build server...[0m
2022.11.08 22:17:27 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
2022.11.08 22:17:27 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:27 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/chanhyeok/2022_2/PrincipleProgrammingLanguage/hw3/project/project/.metals/bsp.trace.json or /home/chanhyeok/.cache/metals/bsp.trace.json[0m
2022.11.08 22:17:28 INFO  running '/usr/lib/jvm/java-11-openjdk-amd64/bin/java -Djline.terminal=jline.UnsupportedTerminal -Dsbt.log.noformat=true -Dfile.encoding=UTF-8 -jar /tmp/metals17824636039817777224/sbt-launch.jar -Dbloop.export-jar-classifiers=sources bloopInstall'[0m
2022.11.08 22:17:33 ERROR Timeout waiting for 'build/initialize' response[0m
2022.11.08 22:17:33 WARN  Retrying connection to the build server Bloop[0m
2022.11.08 22:17:33 INFO  Bloop uses /usr/lib/jvm/java-11-openjdk-amd64 defined at /home/chanhyeok/.bloop/bloop.json[0m
